team names,series number,filename,name,description,gender,attributes,uuid,hash
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted,87bcc41f-eb3e-4ba2-9645-223c949a9b50,62b5bcd0cd942cff28e628e3b3de1e70f6cf3dabf52a953c266f679136a8776d
,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,6c059177206269b20e1ffcffb15c8d6e0cb100efd90e8445fd8e99c85e3fd8f7
,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient,d1556c97-9075-49fc-8bde-1826bfc2dbe1,2c474174834bc443efa1ef4814e251f6b6fd9500787a429f2d939641a48b9b6b
,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,7b3cb6583421100867b234cb1c583c187641410c90f46ff1eab5e7fa3c008c41
,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism,32ec57f7-8272-4671-ad2d-db3dff99fe9f,13a70302933405032d0933e3f3bd7413330b09d0b4c0c4f6813bd2a036912f82
,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination,59d19b13-09e2-412e-a669-df020e03ae10,031b8ea328d75d462409171c43ee5cfda2a36c5688802c3b7d9bb5b53d26fae7
,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy,d08af477-de20-4780-8449-46b87840b9fa,4c6648a2e528f225f912d23c4b910d0f850227f89dbde26484a32e74906117da
,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,cb1a41eed76483a4b17cda141513dfe30679fa88dcd796bd74180879658210e3
,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,bc603f020a1eb367155751bcd61055720a38ff0e2b9088669710f49cb98616ca
,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet,a728a380-1d33-4080-841d-80b041474d8f,3ebb5e2712aecb453b4a819c3c52b196ce78aa293c92cbe89e9e5cc5ce2375f6
,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace,dd30a327-8a74-40a5-8207-19a790508ccc,24a894fcdef5cf1e076a2117a4adfacfb63ceb53ab592c00aaf42b7fc9ea5adf
,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,4407947477b4e06c9cbb743212afdc0820ff86d6db6d1d5568addd1efe3610a9
,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right,ed04b47c-ae98-4db2-b71b-04d7bb976d45,8ac02aee2631a3b5cf04835e037c395b416ddcd851aa9beb57dd0ff792d788cf
,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues,a0282797-44ef-4bfb-a701-e4ed5e727d63,75c3548970fe9e4cfe516135415688d0569ca6939da684a0c8be687c0af8578a
,415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,Female,hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn,1f99104c-e98b-4c9a-9891-00a481e86008,ee9d1ea9e938e5fb2261d9f1def53c9a8fac0f7e1dc3269883156b7762930a0a
,416,bambi-tekno,bambi tekno,Bambi is the dancer of the team; anytime she hears a beat shes on her feet.,Female,hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,52bbe0c56b3d8d01dec36bf0b958fa2d949b8270102ff2a555d7162f0504a415
,417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,Male,hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn,bd98f74f-e42e-494e-8298-3183555ca666,ed36dccaa5f65ae40343413430897b337c0f593ea5d0516a0e3194624d390089
,418,king-of-boys,king of boys,Busayo has her way of convincing people to do things her way.,Female,hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate,a650e79c-f964-4eb1-aa89-f9c1dbdede76,b9a516a1caf5f91ad17f6425c0aabd1d4604e256c01a1c9a38cd15c82c0c8fa8
,419,funky-alte-pop,funky alte pop,Funke is always the life of every party; strong gen z advocate.,Female,hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish,b6753a8b-6127-4e97-812b-99e465791ba3,4900576e4d974513b3aea3b8a45ed279ad85717be91eb04465b8d76e35108b6b
,420,madame-ngozi,madame ngozi,Ngozi make heads turn with her beautiful collection of materials from all over Africa.,Female,hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride,7ecdbb1d-9a89-4136-b240-499051836979,4a278691b7f30b37b8d9e466b14ba62cdbe593d3b44c8a2da1fb0fc7f8814961
